t,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26
0.0016666666658757907,0.0000000000000016731222940739562,0.24999952950908935,0.025,0.00007492503748690158,0.024999531277716792,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000008184559632426339,0.00000007496250500098432,0.0000004669917533895738,0.0000000017534118552655828,0.00000000000000003077022638894296,0.00000007496251249535985,0.0000000000000000000000000000021594589443885856,0.000000000000000000000000000007506069860405214,0.0000000000000000000000000000004567920553351235,0.0000000000000000000000006749023312912268,0.00000000000000000000000000000704928534113831,0.000000000000000000000000000000000007536067027210734,0.000000000000000000000000000000000008613319219705307,0.000000000000000000000000000000000000000000000000009359917457240826,0.000000000000000000000000000000000000000009938522893666728,0.000000000000000023364253712104783,0.00000000000039999999999999996,0.000000000000000023393477273767082,0.000000000000000000000000000000000000000013088126752701767,0.000000000000000000000000000000000000000000000000000000000000000000000000000005456374719431993,0.000000000000000000000000000000000000000000000000000000000000000000000000000002175897346765266,
0.003333333331665198,0.000000000000001671453175764974,0.24999905567914238,0.025,0.00007485014989813518,0.024999062555433584,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000025460635286194377,0.00000014985004003690488,0.0000009304845463071477,0.000000006996109192918344,0.0000000000000009805466003037207,0.00000014985009994696451,0.00000000000000000000000000027474356015678677,0.0000000000000000000000000038219126383085734,0.00000000000000000000000000023258806401091787,0.00000000000000000000017175090748924093,0.000000000000000000000000003589328411490026,0.0000000000000000000000000000000038371933902599416,0.000000000000000000000000000000017505562308046103,0.0000000000000000000000000000000000000000000012130507217538514,0.00000000000000000000000000000000000008078400447002266,0.0000000000000001863302629568856,0.00000000000039999999999999996,0.00000000000000018679667060897802,0.0000000000000000000000000000000000000016683253192533713,0.00000000000000000000000000000000000000000000000000000000000000000000000016973759386176057,0.000000000000000000000000000000000000000000000000000000000000000000000000043348668008451186,
0.004999999987250916,0.0000000000000016697857464907099,0.24999857822736446,0.025,0.00007477533716113645,0.02499859383315975,0.000000000000000000000000000000000000000000000000000000000000000000000000000001060181227806867,0.00000022466263370213544,0.0000013905045248851534,0.00000001570192535302881,0.000000000000007415046682536272,0.00000022466283574692865,0.0000000000000000000000000046659674567799544,0.00000000000000000000000014613495430210183,0.000000000000000000000000008893260623675391,0.000000000000000000004375718469014051,0.0000000000000000000000001372418403977307,0.00000000000000000000000000000014671931837208156,0.0000000000000000000000000000015026495962493749,0.0000000000000000000000000000000000000000011816718420595487,0.000000000000000000000000000000000015597761510634002,0.0000000000000006269017527860702,0.00000000000039999999999999996,0.0000000000000006292570401229543,0.000000000000000000000000000000000000028386655458128996,0.00000000000000000000000000000000000000000000000000000000000000000000007067875551834373,0.00000000000000000000000000000000000000000000000000000000000000000000001356035923861795,
0.006666666665966282,0.0000000000000016681200045577983,0.24999809723692448,0.025,0.00007470059920207618,0.024998125110885915,0.00000000000000000000000000000000000000000000000000000000000000000000000000007555687953548572,0.00000029940031764473525,0.00000184707766541694,0.000000027844874980676206,0.000000000000031117060697094915,0.00000029940079620645885,0.00000000000000000000000003474490066577531,0.000000000000000000000001935841521647706,0.00000000000000000000000011780855645292703,0.00000000000000000004344920426415187,0.000000000000000000000001818034908780619,0.0000000000000000000000000000019435831426778613,0.000000000000000000000000000035307229219992697,0.00000000000000000000000000000000000000015541436027552063,0.0000000000000000000000000000000006512582135691655,0.0000000000000014813537648830932,0.00000000000039999999999999996,0.0000000000000014887790422856106,0.00000000000000000000000000000000000021177827902463664,0.000000000000000000000000000000000000000000000000000000000000000000005037125675312612,0.0000000000000000000000000000000000000000000000000000000000000000000007862165685473482,
0.00833333332801498,0.0000000000000016664559462648726,0.24999761296204215,0.025,0.00007462593594357305,0.024997656388616767,0.0000000000000000000000000000000000000000000000000000000000000000000000000020481640740161045,0.00000037406312132758157,0.000002300229747176894,0.00000004339914515482651,0.00000000000009456732116660704,0.0000003740640553173299,0.00000000000000000000000016468043641313312,0.000000000000000000000014346109041550573,0.0000000000000000000000008730542572928649,0.0000000000000000002574463047939759,0.00000000000000000000001347306918773281,0.00000000000000000000000000001440348313802879,0.0000000000000000000000000004079015172671453,0.000000000000000000000000000000000000006822851653443346,0.000000000000000000000000000000011749176104426245,0.000000000000002884248316042788,0.00000000000039999999999999996,0.0000000000000029023311788709887,0.0000000000000000000000000000000000010056545456327593,0.00000000000000000000000000000000000000000000000000000000000000000013654427966641621,0.00000000000000000000000000000000000000000000000000000000000000000001818181785645495,
0.009999999997545092,0.0000000000000016647935696568198,0.24999712541675576,0.025,0.00007455134730611476,0.024997187666319497,0.00000000000000000000000000000000000000000000000000000000000000000000000003013784754864866,0.000000448651080240209,0.000002749986406855562,0.00000006233908900466348,0.0000000000002343371211172975,0.0000004486526929636116,0.000000000000000000000000586535098564986,0.00000000000000000000007362817296424476,0.000000000000000000000004480754810064745,0.0000000000000000011004325003590011,0.00000000000000000000006914749207714223,0.00000000000000000000000000007392264146044484,0.000000000000000000000000003007683166196329,0.0000000000000000000000000000000000001496305392275549,0.00000000000000000000000000000012465917905753443,0.000000000000004968449859873062,0.00000000000039999999999999996,0.000000000000005005852928388602,0.0000000000000000000000000000000000035885261417795295,0.0000000000000000000000000000000000000000000000000000000000000000020091899352154034,0.0000000000000000000000000000000000000000000000000000000000000000002355142895270516,
0.01166666665040854,0.0000000000000016631328730383644,0.24999663461534796,0.025,0.00007447683322048792,0.024996718944026913,0.00000000000000000000000000000000000000000000000000000000000000000000000029100124258289146,0.0000005231642194837792,0.0000031963730439856827,0.00000008463921384416481,0.0000000000005043940225125145,0.0000005231667785070859,0.0000000000000000000000017151691084407594,0.00000000000000000000029325605029771913,0.00000000000000000000001784654583488444,0.000000000000000003754622868434502,0.0000000000000000000002754097988914425,0.00000000000000000000000000029442892370658744,0.000000000000000000000000016267881960609138,0.000000000000000000000000000000000002032623366280446,0.0000000000000000000000000000009169161498106721,0.000000000000007865139767235637,0.00000000000039999999999999996,0.000000000000007934260766641843,0.000000000000000000000000000000000010513404170323656,0.000000000000000000000000000000000000000000000000000000000000000019400083653189697,0.0000000000000000000000000000000000000000000000000000000000000000020467259913763762,
0.013333333319938653,0.00000000000000166147385722426,0.24999614012685897,0.025,0.00007440239361061319,0.024996250221729643,0.0000000000000000000000000000000000000000000000000000000000000000000000020647790788689034,0.0000005976025709357832,0.000003639414929253746,0.00000011027417737409638,0.000000000000979322024441223,0.0000005976063879523392,0.000000000000000000000004341480854888995,0.0000000000000000000009701945834638443,0.00000000000000000000005904268003591838,0.000000000000000010862558889790178,0.0000000000000000000009111528774983263,0.0000000000000000000000000009740749255405106,0.00000000000000000000000007013383898422621,0.000000000000000000000000000000000019445946217321952,0.0000000000000000000000000000051577278620596824,0.00000000000001170383120521503,0.00000000000039999999999999996,0.000000000000011821454665760678,0.000000000000000000000000000000000026661697996673527,0.00000000000000000000000000000000000000000000000000000000000000013765194363505206,0.00000000000000000000000000000000000000000000000000000000000000001328704982216102,
0.014999999989468766,0.000000000000001659816517990126,0.24999564241993139,0.025,0.00007432802840249739,0.024995781499432372,0.000000000000000000000000000000000000000000000000000000000000000000000011581083834958167,0.0000006719661642967477,0.000004079137154886409,0.00000013921877798712784,0.0000000000017574573159518218,0.0000006719715949931161,0.000000000000000000000009842252743907229,0.000000000000000000002785594723097754,0.0000000000000000000001695216490197469,0.0000000000000000277066512169914,0.000000000000000000002616075870801589,0.000000000000000000000000002796735989253016,0.00000000000000000000000025426771402767056,0.000000000000000000000000000000000142330678734251,0.00000000000000000000000000002363801753747911,0.000000000000016612383014252257,0.00000000000039999999999999996,0.000000000000016800323657351573,0.00000000000000000000000000000000006055601786324399,0.000000000000000000000000000000000000000000000000000000000000000772072280753745,0.0000000000000000000000000000000000000000000000000000000000000000690501127820729,
0.016666666658998876,0.000000000000001658160853213433,0.24999514151570337,0.025,0.00007425373752342147,0.0249953127771351,0.0000000000000000000000000000000000000000000000000000000000000000000000539708764213474,0.0000007462550300722026,0.000004515564656880958,0.00000017144794830127314,0.0000000000029639408026444007,0.0000007462624739949395,0.000000000000000000000020454427015031385,0.000000000000000000007151933224688576,0.0000000000000000000004352419070039827,0.00000000000000006398482174927642,0.000000000000000000006716698498191161,0.00000000000000000000000000718053838787814,0.0000000000000000000000008040996933628089,0.000000000000000000000000000000000843372820905793,0.00000000000000000000000000009216469416833997,0.000000000000022717013562977898,0.00000000000039999999999999996,0.00000000000002300275144640625,0.00000000000000000000000000000000012608474929901654,0.000000000000000000000000000000000000000000000000000000000000003598058533095676,0.00000000000000000000000000000000000000000000000000000000000000030112539281831732,
